sum, -3.062675367941205
et, -3.124632985492214
in, -3.5236871797361116
quis#2, -3.565379266682481
is, -3.752269655795031
non, -4.096013241531852
hic, -4.228208283416917
ab, -4.245007119564319
ut, -4.294267217048018
cum, -4.3493090863385
ad, -4.353101964803839
si, -4.643270179977461
quod, -4.6446503030611215
ex, -4.799469287581559
sed, -4.822703017554605
ille, -4.827544665100113
atque, -4.839302087821368
omnis, -4.8667669960504565
se, -4.893580768125655
de, -4.977262984858348
suus, -4.987461855074218
dico#2, -4.991122859995283
ipse, -5.0048877352510015
quam#4, -5.03777897819728
possum, -5.037928712419316
aut, -5.112305494552883
res, -5.126111512276675
facio, -5.147379531549128
alius, -5.258405362859468
habeo, -5.344252062236991
etiam, -5.348124481220599
vel, -5.3531743077017335
per, -5.364595926292695
enim, -5.366674065028955
nec, -5.397803339119897
multus, -5.444292696992497
ego, -5.446543429430377
video, -5.482638493237032
qui, -5.488417501901436
autem, -5.544967962590319
idem, -5.61516920754058
verus, -5.712089858422011
quo, -5.732174629542875
ne#2, -5.743026826079195
homo, -5.759940117687613
deus, -5.763130569629742
tu, -5.777144397350783
imperator, -5.795394811596511
ita, -5.8078213239377545
magnus, -5.824012930049114
do, -5.824780095410867
tamen, -5.83924669412536
causa, -5.854829095622149
locus, -5.859131638491365
neque, -5.870658156978229
modus, -5.870887751744477
quidem, -5.885925629109018
unus, -5.905224886613535
iam, -5.912499380561532
pars, -5.922120621345762
cj, -5.931225388338682
primus, -5.9353803497115045
quidam, -5.940167690837821
nos, -5.964076188630516
romanus, -5.966094607380613
bonus, -5.967358191071608
dies, -5.989733349423783
quoque, -5.99089771982508
tempus, -5.995828952241894
pro, -6.033339147897638
noster, -6.04584270845704
rex, -6.055600224202205
nihil, -6.073716661707508
nullus, -6.101377392990441
aliquis, -6.101377392990441
inter, -6.103258588827762
pater, -6.107322455088286
animus, -6.142247579120546
tantus, -6.144207329502799
bellum, -6.156047176372972
filius, -6.165559368377971
quia, -6.171744636280406
post, -6.197034604233513
publicus, -6.21404127113929
venio, -6.221349464446014
urbs, -6.2374523427946
nomen, -6.245268130481531
fio, -6.264993966068507
ago, -6.27217103036887
debeo, -6.278881887525474
genus, -6.297352529380081
nisi, -6.3051209300290845
tuus, -6.313843726769438
tum, -6.3186828795051895
consul, -6.335532630447108
sine, -6.343420408663045
lex, -6.372001788185358
corpus, -6.389589700927398
ante, -6.3922934491948045
duo, -6.393454440037287
conss, -6.40103391466701
parvus, -6.4047473949433815
annus, -6.406119002878609
hostis, -6.413993059309514
sic, -6.424722349599306
meus, -6.431939702500352
alter, -6.447145266626415
ubi, -6.450829265880973
vos, -6.451239438159078
apud, -6.45411536454557
volo#1, -6.454938579245281
verbum, -6.456174673345809
vir, -6.458238231651332
accipio, -6.459892149745942
iste, -6.4623781671854035
solus, -6.477846703039708
tam, -6.506914789384321
deinde, -6.5082168729016185
ratio, -6.539314317529879
reus, -6.544930416756991
vis, -6.545155718098487
mitto, -6.5526192832207455
namque, -6.553073415835272
nam, -6.557854301435614
d, -6.562887485247946
exercitus, -6.567254806291432
kalendae, -6.57210414035287
sive, -6.583043385947001
miles, -6.58468292255973
igitur, -6.59718455961201
quos, -6.6014662026897195
senatus, -6.60385283866745
nunc, -6.608643266990083
an, -6.610806469371908
vita, -6.6238848829587
credo, -6.638867356512552
magis, -6.652571320818286
fero, -6.660378941389272
civitas, -6.671055199380613
audio, -6.673357874058043
contra, -6.690929385587697
opus, -6.709877320885756
natura, -6.718683248369868
itaque, -6.724597244101435
populus, -6.734350775771358
terra, -6.737896395195614
jus, -6.7389898890169855
puto, -6.740084579876167
pono, -6.765879936080833
manus, -6.767848717478965
ceterus, -6.775195458633211
mors, -6.7786045528439836
quisque, -6.7820253087452285
fides, -6.784026166923115
virtus, -6.78660459551106
dum, -6.790340768846952
scribo, -6.7920698759060025
ergo, -6.810996048635219
scio, -6.813645056806796
quaero, -6.813939824679232
peto, -6.822823507622465
certus, -6.8290893792342695
totus#2, -6.835394759680492
castrum, -6.835997350840636
inquiam, -6.842346578519295
dominus, -6.845384247926806
sequor, -6.848736376618065
mille, -6.858552406355722
relinquo, -6.865978183052572
capio, -6.867843275293568
aa, -6.873772454779391
duco, -6.905571636472329
quasi, -6.928448451126084
pp, -6.93142809246318
quis, -6.93142809246318
oratio, -6.936413976150659
domus, -6.936747253940779
teneo, -6.938749256611453
longus, -6.940420659307088
legatus, -6.9606984747632925
uterque, -6.9606984747632925
imperium, -6.967206461425488
consilium, -6.9730655166148905
at, -6.976528123952623
sub, -7.001108013101169
inde, -7.00146356866047
sententia, -7.002887056445324
gero, -7.005383046330917
sicut, -7.007169718237325
iudicium, -7.010035049710611
caesar, -7.010752667251275
licet, -7.013268391848523
tunc, -7.015790461281232
malus, -7.017957309366322
satis, -7.02703672528824
provincia, -7.036199332912439
semper, -7.0476788146480605
appello, -7.048423971165402
princeps, -7.068375696419215
iudex, -7.069136441986525
nemo, -7.069136441986525
voco, -7.072948875121181
invenio, -7.076009321274287
c., -7.079463556142374
volo, -7.089121734366782
ager, -7.090287009309281
vinco, -7.091453643701761
m., -7.094571339134347
fortuna, -7.098874103449215
propter, -7.104377261991744
singulus, -7.106350038326959
aqua, -7.109514597929922
quisquam, -7.109514597929922
frater, -7.114280294002937
honor, -7.127100982431998
facilis, -7.128311392101667
oportet, -7.132762137866736
cc, -7.136011531465046
num._rom., -7.136825532323993
maximus, -7.1404967581483545
signum, -7.143771423375106
gens, -7.147879892588853
numerus, -7.151178864652968
ullus, -7.154074419933549
