, -2.019064234838377
nulla, -7.7990358478521244
hominis, -7.7990358478521244
dicis, -7.7990358478521244
orationis, -7.7990358478521244
uno, -7.7990358478521244
quas, -7.7990358478521244
arbitror, -7.7990358478521244
praeterea, -7.7990358478521244
omni, -7.7990358478521244
facit, -7.7990358478521244
dicendi, -7.7990358478521244
loquendi, -7.7990358478521244
potius, -7.7990358478521244
dictum, -7.7990358478521244
immo, -7.7990358478521244
rogo, -7.7990358478521244
temporibus, -7.7990358478521244
ideo, -7.7990358478521244
natura, -7.7990358478521244
facere, -7.7990358478521244
animum, -7.7990358478521244
loqui, -7.7990358478521244
filium, -7.7990358478521244
utere, -7.7990358478521244
utique, -7.7990358478521244
tunc, -7.7990358478521244
quanta, -7.7990358478521244
iubeo, -7.7990358478521244
aliquam, -7.7990358478521244
alter, -7.7990358478521244
significat, -7.7990358478521244
totum, -7.7990358478521244
dicimus, -7.7990358478521244
possumus, -7.7990358478521244
parte, -7.7990358478521244
senex, -7.7990358478521244
mando, -7.7990358478521244
mortem, -7.7990358478521244
graeci, -7.7990358478521244
manibus, -7.7990358478521244
nomine, -8.086717920303906
dicitur, -8.086717920303906
ullo, -8.086717920303906
loquor, -8.086717920303906
istam, -8.086717920303906
vitam, -8.086717920303906
scriptum, -8.086717920303906
stabuli, -8.086717920303906
parvis, -8.086717920303906
utrumque, -8.086717920303906
fere, -8.086717920303906
tanta, -8.086717920303906
iudicem, -8.086717920303906
contingat, -8.086717920303906
velim, -8.086717920303906
intra, -8.086717920303906
parietes, -8.086717920303906
nostri, -8.086717920303906
maiores, -8.086717920303906
nomen, -8.086717920303906
operis, -8.086717920303906
liceat, -8.086717920303906
tecum, -8.086717920303906
ferre, -8.086717920303906
scio, -8.086717920303906
vivo, -8.086717920303906
philosophi, -8.086717920303906
sentiam, -8.086717920303906
rationem, -8.086717920303906
plane, -8.086717920303906
vera, -8.086717920303906
caelo, -8.086717920303906
ipsis, -8.086717920303906
tueri, -8.086717920303906
paupertas, -8.086717920303906
illam, -8.086717920303906
exemplum, -8.086717920303906
fortunam, -8.086717920303906
nimis, -8.086717920303906
urbem, -8.086717920303906
populo, -8.086717920303906
verbo, -8.086717920303906
homines, -8.086717920303906
legem, -8.086717920303906
plebis, -8.086717920303906
lex, -8.086717920303906
leges, -8.086717920303906
urbe, -8.086717920303906
veniam, -8.086717920303906
dicam, -8.086717920303906
utor, -8.086717920303906
patres, -8.086717920303906
imperator, -8.086717920303906
signa, -8.086717920303906
hinc, -8.086717920303906
via, -8.086717920303906
quicquam, -8.086717920303906
hominem, -8.086717920303906
ratione, -8.086717920303906
denique, -8.086717920303906
quodam, -8.086717920303906
oratoris, -8.086717920303906
facultatem, -8.086717920303906
illius, -8.086717920303906
sui, -8.086717920303906
nimium, -8.086717920303906
adulescente, -8.086717920303906
facilius, -8.086717920303906
nota, -8.086717920303906
genere, -8.086717920303906
futurus, -8.086717920303906
modi, -8.086717920303906
dixi, -8.086717920303906
omnis, -8.086717920303906
materia, -8.086717920303906
orator, -8.086717920303906
dicat, -8.086717920303906
debeo, -8.086717920303906
memoriae, -8.086717920303906
fortis, -8.086717920303906
licet, -8.086717920303906
deum, -8.086717920303906
multis, -8.086717920303906
aliquis, -8.086717920303906
oculos, -8.086717920303906
post, -8.086717920303906
referre, -8.086717920303906
umquam, -8.086717920303906
parum, -8.086717920303906
semel, -8.086717920303906
amicum, -8.086717920303906
homine, -8.086717920303906
ingenium, -8.086717920303906
istis, -8.086717920303906
imaginem, -8.086717920303906
aliquem, -8.086717920303906
nostra, -8.086717920303906
naturam, -8.086717920303906
pars, -8.086717920303906
velle, -8.086717920303906
tota, -8.086717920303906
sermo, -8.086717920303906
una, -8.086717920303906
habent, -8.086717920303906
vitae, -8.086717920303906
beneficio, -8.086717920303906
alterum, -8.086717920303906
singulis, -8.086717920303906
sapientiam, -8.086717920303906
naturae, -8.086717920303906
aliis, -8.086717920303906
videri, -8.086717920303906
virtute, -8.086717920303906
cur, -8.086717920303906
tyrannus, -8.086717920303906
dicens, -8.086717920303906
praestari, -8.086717920303906
aliud, -8.086717920303906
manifestum, -8.086717920303906
unam, -8.086717920303906
optimum, -8.086717920303906
quale, -8.086717920303906
undique, -8.086717920303906
intellectus, -8.086717920303906
velut, -8.086717920303906
pueris, -8.086717920303906
iudicio, -8.086717920303906
eadem, -8.086717920303906
solum, -8.086717920303906
causas, -8.086717920303906
altera, -8.086717920303906
quotiens, -8.086717920303906
dat, -8.086717920303906
scripto, -8.086717920303906
animi, -8.086717920303906
heres, -8.086717920303906
lego, -8.086717920303906
nolis, -8.086717920303906
nolit, -8.086717920303906
volis, -8.086717920303906
volit, -8.086717920303906
dari, -8.086717920303906
dicunt, -8.086717920303906
sub, -8.086717920303906
utraque, -8.086717920303906
suam, -8.086717920303906
fideicommissum, -8.086717920303906
contentus, -8.086717920303906
cupio, -8.086717920303906
libertatem, -8.086717920303906
do, -8.086717920303906
libertas, -8.086717920303906
liberum, -8.086717920303906
augustinus, -8.086717920303906
nominent, -8.086717920303906
nominamus, -8.086717920303906
responderi, -8.086717920303906
scilicet, -8.086717920303906
regis, -8.086717920303906
moves, -8.086717920303906
venenum, -8.086717920303906
proferat, -8.086717920303906
porrigat, -8.086717920303906
rursus, -8.086717920303906
hortetur, -8.086717920303906
plura, -8.086717920303906
promittat, -8.086717920303906
credidit, -8.086717920303906
restringit, -8.086717920303906
supremo, -8.086717920303906
vincla, -8.086717920303906
conatu, -8.086717920303906
perituri, -8.086717920303906
pallorem, -8.086717920303906
gemitus, -8.086717920303906
circumspiciat, -8.086717920303906
queratur, -8.086717920303906
bibe, -8.086717920303906
minimum, -8.49218302841207
fortasse, -8.49218302841207
conversus, -8.49218302841207
mortalem, -8.49218302841207
invenio, -8.49218302841207
is, -8.49218302841207
illos, -8.49218302841207
genera, -8.49218302841207
foro, -8.49218302841207
motu, -8.49218302841207
utantur, -8.49218302841207
ipsorum, -8.49218302841207
aliquando, -8.49218302841207
sciri, -8.49218302841207
ordinem, -8.49218302841207
sequens, -8.49218302841207
notam, -8.49218302841207
multitudine, -8.49218302841207
grandis, -8.49218302841207
forte, -8.49218302841207
piscinae, -8.49218302841207
ornithonas, -8.49218302841207
alitum, -8.49218302841207
solent, -8.49218302841207
pasci, -8.49218302841207
leporaria, -8.49218302841207
accipere, -8.49218302841207
tritavi, -8.49218302841207
dicebant, -8.49218302841207
soli, -8.49218302841207
lepores, -8.49218302841207
saepta, -8.49218302841207
fructus, -8.49218302841207
adeo, -8.49218302841207
significet, -8.49218302841207
breviter, -8.49218302841207
cicero, -8.49218302841207
potuerit, -8.49218302841207
restitisse, -8.49218302841207
bona, -8.49218302841207
postulas, -8.49218302841207
edicto, -8.49218302841207
possidere, -8.49218302841207
inauditum, -8.49218302841207
convinci, -8.49218302841207
v, -8.49218302841207
kalend, -8.49218302841207
commune, -8.49218302841207
certe, -8.49218302841207
errorem, -8.49218302841207
mortuus, -8.49218302841207
vereor, -8.49218302841207
tandem, -8.49218302841207
explicari, -8.49218302841207
itaque, -8.49218302841207
immortalibus, -8.49218302841207
quaedam, -8.49218302841207
casu, -8.49218302841207
essent, -8.49218302841207
q, -8.49218302841207
peritus, -8.49218302841207
adversus, -8.49218302841207
postea, -8.49218302841207
intueri, -8.49218302841207
loci, -8.49218302841207
patria, -8.49218302841207
pietate, -8.49218302841207
quarum, -8.49218302841207
portum, -8.49218302841207
fratres, -8.49218302841207
meos, -8.49218302841207
dabo, -8.49218302841207
laelius, -8.49218302841207
regibus, -8.49218302841207
grata, -8.49218302841207
f, -8.49218302841207
videtur, -8.49218302841207
fac, -8.49218302841207
errare, -8.49218302841207
aliqua, -8.49218302841207
dis, -8.49218302841207
principia, -8.49218302841207
iudex, -8.49218302841207
noster, -8.49218302841207
num, -8.49218302841207
fuerit, -8.49218302841207
scias, -8.49218302841207
plebe, -8.49218302841207
tum, -8.49218302841207
saepe, -8.49218302841207
augurem, -8.49218302841207
scelera, -8.49218302841207
tuae, -8.49218302841207
senatus, -8.49218302841207
consulto, -8.49218302841207
gestu, -8.49218302841207
crimen, -8.49218302841207
possim, -8.49218302841207
hostium, -8.49218302841207
extra, -8.49218302841207
media, -8.49218302841207
sciat, -8.49218302841207
sequi, -8.49218302841207
disciplinam, -8.49218302841207
petere, -8.49218302841207
lingua, -8.49218302841207
vestris, -8.49218302841207
exsequi, -8.49218302841207
quattuor, -8.49218302841207
mox, -8.49218302841207
possint, -8.49218302841207
vix, -8.49218302841207
fiat, -8.49218302841207
adiuvate, -8.49218302841207
nullum, -8.49218302841207
ponere, -8.49218302841207
molestum, -8.49218302841207
pertinere, -8.49218302841207
magnam, -8.49218302841207
laudem, -8.49218302841207
dignitatem, -8.49218302841207
ii, -8.49218302841207
dicas, -8.49218302841207
haberi, -8.49218302841207
perfectum, -8.49218302841207
hesterno, -8.49218302841207
patris, -8.49218302841207
videantur, -8.49218302841207
mei, -8.49218302841207
longius, -8.49218302841207
prope, -8.49218302841207
decet, -8.49218302841207
ingeni, -8.49218302841207
finibus, -8.49218302841207
persium, -8.49218302841207
fuit, -8.49218302841207
nostrorum, -8.49218302841207
paulo, -8.49218302841207
aetatis, -8.49218302841207
efferat, -8.49218302841207
fecunditas, -8.49218302841207
vetus, -8.49218302841207
quamquam, -8.49218302841207
cives, -8.49218302841207
honoris, -8.49218302841207
sustinere, -8.49218302841207
quaestionem, -8.49218302841207
videlicet, -8.49218302841207
summo, -8.49218302841207
omnem, -8.49218302841207
faciat, -8.49218302841207
supra, -8.49218302841207
habeat, -8.49218302841207
auribus, -8.49218302841207
dicet, -8.49218302841207
fide, -8.49218302841207
quaeris, -8.49218302841207
planius, -8.49218302841207
magna, -8.49218302841207
magnis, -8.49218302841207
placet, -8.49218302841207
erga, -8.49218302841207
admonitum, -8.49218302841207
qualis, -8.49218302841207
talem, -8.49218302841207
existiment, -8.49218302841207
iii, -8.49218302841207
gratiae, -8.49218302841207
sciam, -8.49218302841207
plus, -8.49218302841207
fecisti, -8.49218302841207
istum, -8.49218302841207
sententiam, -8.49218302841207
interrogare, -8.49218302841207
vobis, -8.49218302841207
mera, -8.49218302841207
primus, -8.49218302841207
librum, -8.49218302841207
vivendum, -8.49218302841207
sano, -8.49218302841207
epistula, -8.49218302841207
vir, -8.49218302841207
bonus, -8.49218302841207
excute, -8.49218302841207
varie, -8.49218302841207
vide, -8.49218302841207
disponere, -8.49218302841207
sufficere, -8.49218302841207
parare, -8.49218302841207
vetat, -8.49218302841207
