vos, -3.1117087957644802
et, -3.500780094096968
sum, -3.549465133430561
qui, -3.799455934780959
quis, -3.9064554850363145
in, -3.9476718790884022
non, -4.201525453887985
hic, -4.277199188365769
is, -4.371047913763097
ego, -4.508603456687345
ut, -4.618068647169304
si, -4.627106797784366
a, -4.760082480475165
ad, -4.791687819890496
vester, -4.797822808458013
ille, -4.802448876846794
cum, -4.803995667565093
edo, -4.91176706780723
sed, -4.983226031789375
res, -5.046284167756512
dico, -5.0641950943230425
de, -5.14574496128715
possum, -5.17000193893271
ipse, -5.275858609401012
deus, -5.311215827729249
facio, -5.316370478317913
nos, -5.399864440495665
omnis, -5.454712240995334
aut, -5.460664639522629
habeo, -5.463654178370994
video, -5.47570251688717
atque, -5.478737420582323
nec, -5.509604068562851
enim, -5.541453894449949
volo, -5.695065345361473
etiam, -5.749342232215912
magnus, -5.753334253485449
per, -5.765406834719718
ex, -5.769463635415333
se, -5.810963366322085
meus, -5.872117789475416
ac, -5.8948978178072355
alius, -5.904157143220033
noster, -5.908819156325844
pro, -5.961589192305908
neque, -5.961589192305908
homo, -5.976477804799658
apud, -5.991591442609707
causa, -6.01210498244281
tamen, -6.09301162105561
ne, -6.104311176309543
credo, -6.115739872133166
Romanus, -6.1273006945342425
pater, -6.1508311919444365
iam, -6.162807382991152
idem, -6.1749287435234965
populus, -6.187198836115311
bonus, -6.193390806363232
quidem, -6.193390806363232
iudico, -6.199621356113869
suus, -6.205890969127464
omne, -6.212200138320728
nunc, -6.218549365999388
nihil, -6.224939164098158
iste, -6.224939164098158
tantus, -6.2313700544284485
debeo, -6.250914650501419
vel, -6.257515334532771
ago, -6.257515334532771
autem, -6.270848865402236
animus, -6.277582897583581
do, -6.277582897583581
inquit, -6.284362584568959
verus, -6.326035280969527
unus, -6.326035280969527
hostis, -6.34754148619049
nullus, -6.35481424551957
tu, -6.369520392909266
nisi, -6.376955371396784
ito, -6.376955371396784
nam, -6.399597848146544
fio, -6.407260720892113
an, -6.422764907428078
multus, -6.430608084889104
tam, -6.430608084889104
eo, -6.438513264396217
quisque, -6.462610815975278
quia, -6.495671678236166
audio, -6.50411054688203
puto, -6.529863042984445
lego, -6.556296300052601
nomen, -6.565264970035361
inter, -6.583447289118552
scio, -6.592663944223475
urbs, -6.592663944223475
modus, -6.611356077235628
publicus, -6.611356077235628
imperator, -6.640066183118059
fero, -6.649822358063424
aliquis, -6.649822358063424
tempus, -6.649822358063424
senatus, -6.6696249853596035
virtus, -6.6796753212131055
S, -6.6796753212131055
verbum, -6.7000841928443124
ius, -6.7000841928443124
accipio, -6.710446979879859
quod, -6.710446979879859
fides, -6.710446979879859
dominus, -6.7209182797471545
igitur, -6.731500389077691
vir, -6.731500389077691
lex, -6.742195678194439
sic, -6.753006594298655
filius, -6.753006594298655
queo, -6.7639356648308455
quisquam, -6.77498550101743
utor, -6.77498550101743
neo, -6.77498550101743
conscribo, -6.786158801615556
civis, -6.786158801615556
vita, -6.786158801615556
ita, -6.786158801615556
contra, -6.797458356869488
gero, -6.808887052693112
parvus, -6.820447875094187
nemo, -6.855954563551097
vivo, -6.855954563551097
semper, -6.868075924083442
patior, -6.868075924083442
iudex, -6.868075924083442
tum, -6.880346016675256
at, -6.880346016675256
cio, -6.880346016675256
dies, -6.880346016675256
consul, -6.880346016675256
ratio, -6.892768536673814
sino, -6.892768536673814
Quiris, -6.918086344658104
consilium, -6.918086344658104
certus, -6.918086344658104
hoc, -6.944061831061364
primus, -6.970730078143525
publica, -6.970730078143525
bellus, -6.970730078143525
bellum, -6.970730078143525
quaero, -6.984335730199304
teneo, -6.984335730199304
venio, -6.984335730199304
imperium, -6.99812905233164
quantus, -6.99812905233164
periculum, -7.01211529430638
vis, -7.01211529430638
rex, -7.01211529430638
pars, -7.01211529430638
meum, -7.026299929298336
miles, -7.040688666750436
sententia, -7.055287466171588
civitas, -7.055287466171588
sentio, -7.0701025519567295
liber, -7.0701025519567295
loquor, -7.1004079014520585
ergo, -7.1004079014520585
auctoritas, -7.1004079014520585
sequor, -7.1004079014520585
iudicium, -7.115912087988024
fortuna, -7.115912087988024
suum, -7.115912087988024
existimo, -7.131660444956163
duco, -7.131660444956163
socius, -7.131660444956163
oratio, -7.147660786302604
refero, -7.147660786302604
honor, -7.147660786302604
pax, -7.147660786302604
modo, -7.147660786302604
potestas, -7.163921307174384
mitto, -7.163921307174384
locus, -7.163921307174384
itaque, -7.180450609125595
genus, -7.180450609125595
ullus, -7.197257727441976
consulo, -7.197257727441976
terra, -7.214352160801276
relinquo, -7.214352160801276
intellego, -7.214352160801276
voco, -7.214352160801276
ubi, -7.231743903513145
quoniam, -7.231743903513145
dum, -7.231743903513145
corpus, -7.231743903513145
oro, -7.231743903513145
iubeo, -7.231743903513145
fortis, -7.231743903513145
frater, -7.249443480612546
libertas, -7.249443480612546
capio, -7.249443480612546
spes, -7.267461986115224
quidam, -7.267461986115224
oporteo, -7.267461986115224
tribunus, -7.285811124783421
dignitas, -7.285811124783421
nego, -7.304503257795574
mors, -7.304503257795574
censeo, -7.304503257795574
dignus, -7.304503257795574
colo, -7.304503257795574
salus, -7.304503257795574
solus, -7.304503257795574
cur, -7.323551452766268
Christus, -7.323551452766268
talis, -7.323551452766268
domus, -7.323551452766268
magus, -7.323551452766268
provincia, -7.342969538623369
oculus, -7.342969538623369
gens, -7.342969538623369
antes, -7.342969538623369
manus, -7.342969538623369
pono, -7.362772165919549
ante, -7.362772165919549
patrius, -7.382974873237068
o, -7.382974873237068
plebs, -7.382974873237068
